         ;0
  XXO XO ;2599
O XXO XO ;2600
OXXXO XO ;2601
 OXXO XO ;2602
XOXXO XO ;2603
OOXXO XO ;2604
  OXO XO ;2605
X OXO XO ;2606
 XOXO XO ;2607
XXOXO XO ;2608
OXOXO XO ;2609
XOOXO XO ;2610
X  OO XO ;2611
 X OO XO ;2612
XX OO XO ;2613
  XOO XO ;2614
X XOO XO ;2615
 XXOO XO ;2616
XXXOO XO ;2617
OXXOO XO ;2618
XOXOO XO ;2619
XXOOO XO ;2620
     XXO ;2621
O    XXO ;2622
OX   XXO ;2623
 O   XXO ;2624
XO   XXO ;2625
OO   XXO ;2626
O X  XXO ;2627
 OX  XXO ;2628
OOX  XXO ;2629
  O  XXO ;2630
X O  XXO ;2631
O O  XXO ;2632
 XO  XXO ;2633
OXO  XXO ;2634
 OO  XXO ;2635
XOO  XXO ;2636
O  X XXO ;2637
 O X XXO ;2638
OO X XXO ;2639
OOXX XXO ;2640
  OX XXO ;2641
O OX XXO ;2642
OXOX XXO ;2643
 OOX XXO ;2644
XOOX XXO ;2645
OOOX XXO ;2646
   O XXO ;2647
X  O XXO ;2648
O  O XXO ;2649
 X O XXO ;2650
OX O XXO ;2651
 O O XXO ;2652
XO O XXO ;2653
  XO XXO ;2654
O XO XXO ;2655
OXXO XXO ;2656
 OXO XXO ;2657
XOXO XXO ;2658
OOXO XXO ;2659
  OO XXO ;2660
X OO XXO ;2661
 XOO XXO ;2662
XXOO XXO ;2663
OXOO XXO ;2664
XOOO XXO ;2665
O   XXXO ;2666
 O  XXXO ;2667
OO  XXXO ;2668
OOX XXXO ;2669
  O XXXO ;2670
O O XXXO ;2671
OXO XXXO ;2672
 OO XXXO ;2673
XOO XXXO ;2674
OOO XXXO ;2675
OO XXXXO ;2676
O OXXXXO ;2677
 OOXXXXO ;2678
OOOXXXXO ;2679
   OXXXO ;2680
O  OXXXO ;2681
OX OXXXO ;2682
 O OXXXO ;2683
XO OXXXO ;2684
OO OXXXO ;2685
O XOXXXO ;2686
 OXOXXXO ;2687
OOXOXXXO ;2688
  OOXXXO ;2689
X OOXXXO ;2690
O OOXXXO ;2691
 XOOXXXO ;2692
OXOOXXXO ;2693
 OOOXXXO ;2694
XOOOXXXO ;2695
    OXXO ;2696
X   OXXO ;2697
O   OXXO ;2698
 X  OXXO ;2699
OX  OXXO ;2700
 O  OXXO ;2701
XO  OXXO ;2702
  X OXXO ;2703
O X OXXO ;2704
OXX OXXO ;2705
 OX OXXO ;2706
XOX OXXO ;2707
OOX OXXO ;2708
  O OXXO ;2709
X O OXXO ;2710
 XO OXXO ;2711
XXO OXXO ;2712
OXO OXXO ;2713
XOO OXXO ;2714
   XOXXO ;2715
O  XOXXO ;2716
OX XOXXO ;2717
 O XOXXO ;2718
XO XOXXO ;2719
OO XOXXO ;2720
O XXOXXO ;2721
 OXXOXXO ;2722
OOXXOXXO ;2723
  OXOXXO ;2724
X OXOXXO ;2725
O OXOXXO ;2726
 XOXOXXO ;2727
OXOXOXXO ;2728
 OOXOXXO ;2729
XOOXOXXO ;2730
   OOXXO ;2731
X  OOXXO ;2732
 X OOXXO ;2733
XX OOXXO ;2734
OX OOXXO ;2735
XO OOXXO ;2736
  XOOXXO ;2737
X XOOXXO ;2738
O XOOXXO ;2739
 XXOOXXO ;2740
OXXOOXXO ;2741
 OXOOXXO ;2742
XOXOOXXO ;2743
X OOOXXO ;2744
 XOOOXXO ;2745
XXOOOXXO ;2746
     OXO ;2747
X    OXO ;2748
 X   OXO ;2749
XX   OXO ;2750
OX   OXO ;2751
XO   OXO ;2752
  X  OXO ;2753
X X  OXO ;2754
O X  OXO ;2755
 XX  OXO ;2756
OXX  OXO ;2757
 OX  OXO ;2758
XOX  OXO ;2759
X O  OXO ;2760
 XO  OXO ;2761
XXO  OXO ;2762
   X OXO ;2763
X  X OXO ;2764
O  X OXO ;2765
 X X OXO ;2766
OX X OXO ;2767
 O X OXO ;2768
XO X OXO ;2769
  XX OXO ;2770
O XX OXO ;2771
OXXX OXO ;2772
 OXX OXO ;2773
XOXX OXO ;2774
OOXX OXO ;2775
  OX OXO ;2776
X OX OXO ;2777
 XOX OXO ;2778
XXOX OXO ;2779
OXOX OXO ;2780
XOOX OXO ;2781
X  O OXO ;2782
 X O OXO ;2783
XX O OXO ;2784
  XO OXO ;2785
X XO OXO ;2786
 XXO OXO ;2787
XXXO OXO ;2788
OXXO OXO ;2789
XOXO OXO ;2790
XXOO OXO ;2791
    XOXO ;2792
X   XOXO ;2793
O   XOXO ;2794
 X  XOXO ;2795
OX  XOXO ;2796
 O  XOXO ;2797
XO  XOXO ;2798
  X XOXO ;2799
O X XOXO ;2800
OXX XOXO ;2801
 OX XOXO ;2802
XOX XOXO ;2803
OOX XOXO ;2804
  O XOXO ;2805
X O XOXO ;2806
 XO XOXO ;2807
XXO XOXO ;2808
OXO XOXO ;2809
XOO XOXO ;2810
   XXOXO ;2811
O  XXOXO ;2812
OX XXOXO ;2813
 O XXOXO ;2814
XO XXOXO ;2815
OO XXOXO ;2816
O XXXOXO ;2817
 OXXXOXO ;2818
OOXXXOXO ;2819
  OXXOXO ;2820
X OXXOXO ;2821
O OXXOXO ;2822
 XOXXOXO ;2823
OXOXXOXO ;2824
 OOXXOXO ;2825
XOOXXOXO ;2826
   OXOXO ;2827
X  OXOXO ;2828
 X OXOXO ;2829
XX OXOXO ;2830
OX OXOXO ;2831
XO OXOXO ;2832
  XOXOXO ;2833
X XOXOXO ;2834
O XOXOXO ;2835
 XXOXOXO ;2836
OXXOXOXO ;2837
 OXOXOXO ;2838
XOXOXOXO ;2839
X OOXOXO ;2840
 XOOXOXO ;2841
XXOOXOXO ;2842
X   OOXO ;2843
 X  OOXO ;2844
XX  OOXO ;2845
  X OOXO ;2846
X X OOXO ;2847
 XX OOXO ;2848
XXX OOXO ;2849
OXX OOXO ;2850
XOX OOXO ;2851
XXO OOXO ;2852
   XOOXO ;2853
X  XOOXO ;2854
 X XOOXO ;2855
XX XOOXO ;2856
OX XOOXO ;2857
XO XOOXO ;2858
  XXOOXO ;2859
X XXOOXO ;2860
O XXOOXO ;2861
 XXXOOXO ;2862
OXXXOOXO ;2863
 OXXOOXO ;2864
XOXXOOXO ;2865
X OXOOXO ;2866
 XOXOOXO ;2867
XXOXOOXO ;2868
XX OOOXO ;2869
X XOOOXO ;2870
 XXOOOXO ;2871
XXXOOOXO ;2872
X     OO ;2873
 X    OO ;2874
XX    OO ;2875
  X   OO ;2876
X X   OO ;2877
 XX   OO ;2878
XXX   OO ;2879
OXX   OO ;2880
XOX   OO ;2881
XXO   OO ;2882
   X  OO ;2883
X  X  OO ;2884
 X X  OO ;2885
XX X  OO ;2886
OX X  OO ;2887
XO X  OO ;2888
  XX  OO ;2889
X XX  OO ;2890
O XX  OO ;2891
 XXX  OO ;2892
OXXX  OO ;2893
 OXX  OO ;2894
XOXX  OO ;2895
X OX  OO ;2896
 XOX  OO ;2897
XXOX  OO ;2898
XX O  OO ;2899
X XO  OO ;2900
 XXO  OO ;2901
XXXO  OO ;2902
    X OO ;2903
X   X OO ;2904
 X  X OO ;2905
XX  X OO ;2906
OX  X OO ;2907
XO  X OO ;2908
  X X OO ;2909
X X X OO ;2910
O X X OO ;2911
 XX X OO ;2912
OXX X OO ;2913
 OX X OO ;2914
XOX X OO ;2915
X O X OO ;2916
 XO X OO ;2917
XXO X OO ;2918
   XX OO ;2919
X  XX OO ;2920
O  XX OO ;2921
 X XX OO ;2922
OX XX OO ;2923
 O XX OO ;2924
XO XX OO ;2925
  XXX OO ;2926
O XXX OO ;2927
OXXXX OO ;2928
 OXXX OO ;2929
XOXXX OO ;2930
OOXXX OO ;2931
  OXX OO ;2932
X OXX OO ;2933
 XOXX OO ;2934
XXOXX OO ;2935
OXOXX OO ;2936
XOOXX OO ;2937
X  OX OO ;2938
 X OX OO ;2939
XX OX OO ;2940
  XOX OO ;2941
X XOX OO ;2942
 XXOX OO ;2943
XXXOX OO ;2944
OXXOX OO ;2945
XOXOX OO ;2946
XXOOX OO ;2947
XX  O OO ;2948
X X O OO ;2949
 XX O OO ;2950
XXX O OO ;2951
X  XO OO ;2952
 X XO OO ;2953
XX XO OO ;2954
  XXO OO ;2955
X XXO OO ;2956
 XXXO OO ;2957
XXXXO OO ;2958
OXXXO OO ;2959
XOXXO OO ;2960
XXOXO OO ;2961
XXXOO OO ;2962
     XOO ;2963
X    XOO ;2964
 X   XOO ;2965
XX   XOO ;2966
OX   XOO ;2967
XO   XOO ;2968
  X  XOO ;2969
X X  XOO ;2970
O X  XOO ;2971
 XX  XOO ;2972
OXX  XOO ;2973
 OX  XOO ;2974
XOX  XOO ;2975
X O  XOO ;2976
 XO  XOO ;2977
XXO  XOO ;2978
   X XOO ;2979
X  X XOO ;2980
O  X XOO ;2981
 X X XOO ;2982
OX X XOO ;2983
 O X XOO ;2984
XO X XOO ;2985
  XX XOO ;2986
O XX XOO ;2987
OXXX XOO ;2988
 OXX XOO ;2989
XOXX XOO ;2990
OOXX XOO ;2991
  OX XOO ;2992
X OX XOO ;2993
 XOX XOO ;2994
XXOX XOO ;2995
OXOX XOO ;2996
XOOX XOO ;2997
X  O XOO ;2998
 X O XOO ;2999
XX O XOO ;3000
  XO XOO ;3001
X XO XOO ;3002
 XXO XOO ;3003
XXXO XOO ;3004
OXXO XOO ;3005
XOXO XOO ;3006
XXOO XOO ;3007
    XXOO ;3008
X   XXOO ;3009
O   XXOO ;3010
 X  XXOO ;3011
OX  XXOO ;3012
 O  XXOO ;3013
XO  XXOO ;3014
  X XXOO ;3015
O X XXOO ;3016
OXX XXOO ;3017
 OX XXOO ;3018
XOX XXOO ;3019
OOX XXOO ;3020
  O XXOO ;3021
X O XXOO ;3022
 XO XXOO ;3023
XXO XXOO ;3024
OXO XXOO ;3025
XOO XXOO ;3026
   XXXOO ;3027
O  XXXOO ;3028
OX XXXOO ;3029
 O XXXOO ;3030
XO XXXOO ;3031
OO XXXOO ;3032
O XXXXOO ;3033
 OXXXXOO ;3034
OOXXXXOO ;3035
  OXXXOO ;3036
X OXXXOO ;3037
O OXXXOO ;3038
 XOXXXOO ;3039
OXOXXXOO ;3040
 OOXXXOO ;3041
XOOXXXOO ;3042
   OXXOO ;3043
X  OXXOO ;3044
 X OXXOO ;3045
XX OXXOO ;3046
OX OXXOO ;3047
XO OXXOO ;3048
  XOXXOO ;3049
X XOXXOO ;3050
O XOXXOO ;3051
 XXOXXOO ;3052
OXXOXXOO ;3053
 OXOXXOO ;3054
XOXOXXOO ;3055
X OOXXOO ;3056
 XOOXXOO ;3057
XXOOXXOO ;3058
X   OXOO ;3059
 X  OXOO ;3060
XX  OXOO ;3061
  X OXOO ;3062
X X OXOO ;3063
 XX OXOO ;3064
XXX OXOO ;3065
OXX OXOO ;3066
XOX OXOO ;3067
XXO OXOO ;3068
   XOXOO ;3069
X  XOXOO ;3070
 X XOXOO ;3071
XX XOXOO ;3072
OX XOXOO ;3073
XO XOXOO ;3074
  XXOXOO ;3075
X XXOXOO ;3076
O XXOXOO ;3077
 XXXOXOO ;3078
OXXXOXOO ;3079
 OXXOXOO ;3080
XOXXOXOO ;3081
X OXOXOO ;3082
 XOXOXOO ;3083
XXOXOXOO ;3084
XX OOXOO ;3085
X XOOXOO ;3086
 XXOOXOO ;3087
XXXOOXOO ;3088
XX   OOO ;3089
X X  OOO ;3090
 XX  OOO ;3091
XXX  OOO ;3092
X  X OOO ;3093
 X X OOO ;3094
XX X OOO ;3095
  XX OOO ;3096
X XX OOO ;3097
 XXX OOO ;3098
XXXX OOO ;3099
OXXX OOO ;3100
XOXX OOO ;3101
XXOX OOO ;3102
XXXO OOO ;3103
X   XOOO ;3104
 X  XOOO ;3105
XX  XOOO ;3106
  X XOOO ;3107
X X XOOO ;3108
 XX XOOO ;3109
XXX XOOO ;3110
OXX XOOO ;3111
XOX XOOO ;3112
XXO XOOO ;3113
   XXOOO ;3114
X  XXOOO ;3115
 X XXOOO ;3116
XX XXOOO ;3117
OX XXOOO ;3118
XO XXOOO ;3119
  XXXOOO ;3120
X XXXOOO ;3121
O XXXOOO ;3122
 XXXXOOO ;3123
OXXXXOOO ;3124
 OXXXOOO ;3125
XOXXXOOO ;3126
X OXXOOO ;3127
 XOXXOOO ;3128
XXOXXOOO ;3129
XX OXOOO ;3130
X XOXOOO ;3131
 XXOXOOO ;3132
XXXOXOOO ;3133
XXX OOOO ;3134
XX XOOOO ;3135
X XXOOOO ;3136
 XXXOOOO ;3137
XXXXOOOO ;3138
        X;3139
O       X;3140
OX      X;3141
 O      X;3142
XO      X;3143
OO      X;3144
O X     X;3145
 OX     X;3146
OOX     X;3147
  O     X;3148
X O     X;3149
O O     X;3150
 XO     X;3151
OXO     X;3152
 OO     X;3153
XOO     X;3154
O  X    X;3155
 O X    X;3156
OO X    X;3157
OOXX    X;3158
  OX    X;3159
O OX    X;3160
OXOX    X;3161
 OOX    X;3162
XOOX    X;3163
OOOX    X;3164
   O    X;3165
X  O    X;3166
O  O    X;3167
 X O    X;3168
OX O    X;3169
 O O    X;3170
XO O    X;3171
  XO    X;3172
O XO    X;3173
OXXO    X;3174
 OXO    X;3175
XOXO    X;3176
OOXO    X;3177
  OO    X;3178
X OO    X;3179
 XOO    X;3180
XXOO    X;3181
OXOO    X;3182
XOOO    X;3183
O   X   X;3184
 O  X   X;3185
OO  X   X;3186
OOX X   X;3187
  O X   X;3188
O O X   X;3189
OXO X   X;3190
 OO X   X;3191
XOO X   X;3192
OOO X   X;3193
OO XX   X;3194
O OXX   X;3195
 OOXX   X;3196
OOOXX   X;3197
   OX   X;3198
O  OX   X;3199
OX OX   X;3200
 O OX   X;3201
XO OX   X;3202
OO OX   X;3203
O XOX   X;3204
 OXOX   X;3205
OOXOX   X;3206
  OOX   X;3207
X OOX   X;3208
O OOX   X;3209
 XOOX   X;3210
OXOOX   X;3211
 OOOX   X;3212
XOOOX   X;3213
    O   X;3214
X   O   X;3215
O   O   X;3216
 X  O   X;3217
OX  O   X;3218
 O  O   X;3219
XO  O   X;3220
  X O   X;3221
O X O   X;3222
OXX O   X;3223
 OX O   X;3224
XOX O   X;3225
OOX O   X;3226
  O O   X;3227
X O O   X;3228
 XO O   X;3229
XXO O   X;3230
OXO O   X;3231
XOO O   X;3232
   XO   X;3233
O  XO   X;3234
OX XO   X;3235
 O XO   X;3236
XO XO   X;3237
OO XO   X;3238
O XXO   X;3239
 OXXO   X;3240
OOXXO   X;3241
  OXO   X;3242
X OXO   X;3243
O OXO   X;3244
 XOXO   X;3245
OXOXO   X;3246
 OOXO   X;3247
XOOXO   X;3248
   OO   X;3249
X  OO   X;3250
 X OO   X;3251
XX OO   X;3252
OX OO   X;3253
XO OO   X;3254
  XOO   X;3255
X XOO   X;3256
O XOO   X;3257
 XXOO   X;3258
OXXOO   X;3259
 OXOO   X;3260
XOXOO   X;3261
X OOO   X;3262
 XOOO   X;3263
XXOOO   X;3264
O    X  X;3265
 O   X  X;3266
OO   X  X;3267
OOX  X  X;3268
  O  X  X;3269
O O  X  X;3270
OXO  X  X;3271
 OO  X  X;3272
XOO  X  X;3273
OOO  X  X;3274
OO X X  X;3275
O OX X  X;3276
 OOX X  X;3277
OOOX X  X;3278
   O X  X;3279
O  O X  X;3280
OX O X  X;3281
 O O X  X;3282
XO O X  X;3283
OO O X  X;3284
O XO X  X;3285
 OXO X  X;3286
OOXO X  X;3287
  OO X  X;3288
X OO X  X;3289
O OO X  X;3290
 XOO X  X;3291
OXOO X  X;3292
 OOO X  X;3293
XOOO X  X;3294
OO  XX  X;3295
O O XX  X;3296
 OO XX  X;3297
OOO XX  X;3298
OOOXXX  X;3299
O  OXX  X;3300
 O OXX  X;3301
OO OXX  X;3302
OOXOXX  X;3303
  OOXX  X;3304
O OOXX  X;3305
OXOOXX  X;3306
 OOOXX  X;3307
XOOOXX  X;3308
OOOOXX  X;3309
    OX  X;3310
O   OX  X;3311
OX  OX  X;3312
 O  OX  X;3313
XO  OX  X;3314
OO  OX  X;3315
O X OX  X;3316
 OX OX  X;3317
OOX OX  X;3318
  O OX  X;3319
X O OX  X;3320
O O OX  X;3321
 XO OX  X;3322
OXO OX  X;3323
 OO OX  X;3324
XOO OX  X;3325
O  XOX  X;3326
 O XOX  X;3327
OO XOX  X;3328
OOXXOX  X;3329
  OXOX  X;3330
O OXOX  X;3331
OXOXOX  X;3332
 OOXOX  X;3333
XOOXOX  X;3334
OOOXOX  X;3335
   OOX  X;3336
X  OOX  X;3337
O  OOX  X;3338
 X OOX  X;3339
OX OOX  X;3340
 O OOX  X;3341
XO OOX  X;3342
  XOOX  X;3343
O XOOX  X;3344
OXXOOX  X;3345
 OXOOX  X;3346
XOXOOX  X;3347
OOXOOX  X;3348
  OOOX  X;3349
X OOOX  X;3350
 XOOOX  X;3351
XXOOOX  X;3352
OXOOOX  X;3353
XOOOOX  X;3354
     O  X;3355
X    O  X;3356
O    O  X;3357
 X   O  X;3358
OX   O  X;3359
 O   O  X;3360
XO   O  X;3361
  X  O  X;3362
O X  O  X;3363
OXX  O  X;3364
 OX  O  X;3365
XOX  O  X;3366
OOX  O  X;3367
  O  O  X;3368
X O  O  X;3369
 XO  O  X;3370
XXO  O  X;3371
OXO  O  X;3372
XOO  O  X;3373
   X O  X;3374
O  X O  X;3375
OX X O  X;3376
 O X O  X;3377
XO X O  X;3378
OO X O  X;3379
O XX O  X;3380
 OXX O  X;3381
OOXX O  X;3382
  OX O  X;3383
X OX O  X;3384
O OX O  X;3385
 XOX O  X;3386
OXOX O  X;3387
 OOX O  X;3388
XOOX O  X;3389
   O O  X;3390
X  O O  X;3391
 X O O  X;3392
XX O O  X;3393
OX O O  X;3394
XO O O  X;3395
  XO O  X;3396
X XO O  X;3397
O XO O  X;3398
 XXO O  X;3399
OXXO O  X;3400
 OXO O  X;3401
XOXO O  X;3402
X OO O  X;3403
 XOO O  X;3404
XXOO O  X;3405
    XO  X;3406
O   XO  X;3407
OX  XO  X;3408
 O  XO  X;3409
XO  XO  X;3410
OO  XO  X;3411
O X XO  X;3412
 OX XO  X;3413
OOX XO  X;3414
  O XO  X;3415
X O XO  X;3416
O O XO  X;3417
 XO XO  X;3418
OXO XO  X;3419
 OO XO  X;3420
XOO XO  X;3421
O  XXO  X;3422
 O XXO  X;3423
OO XXO  X;3424
OOXXXO  X;3425
  OXXO  X;3426
O OXXO  X;3427
OXOXXO  X;3428
 OOXXO  X;3429
XOOXXO  X;3430
OOOXXO  X;3431
   OXO  X;3432
X  OXO  X;3433
O  OXO  X;3434
 X OXO  X;3435
OX OXO  X;3436
 O OXO  X;3437
XO OXO  X;3438
  XOXO  X;3439
O XOXO  X;3440
OXXOXO  X;3441
 OXOXO  X;3442
XOXOXO  X;3443
OOXOXO  X;3444
  OOXO  X;3445
X OOXO  X;3446
 XOOXO  X;3447
XXOOXO  X;3448
OXOOXO  X;3449
XOOOXO  X;3450
    OO  X;3451
X   OO  X;3452
 X  OO  X;3453
XX  OO  X;3454
OX  OO  X;3455
XO  OO  X;3456
  X OO  X;3457
X X OO  X;3458
O X OO  X;3459
 XX OO  X;3460
OXX OO  X;3461
 OX OO  X;3462
XOX OO  X;3463
X O OO  X;3464
 XO OO  X;3465
XXO OO  X;3466
   XOO  X;3467
X  XOO  X;3468
O  XOO  X;3469
 X XOO  X;3470
OX XOO  X;3471
 O XOO  X;3472
XO XOO  X;3473
  XXOO  X;3474
O XXOO  X;3475
OXXXOO  X;3476
 OXXOO  X;3477
XOXXOO  X;3478
OOXXOO  X;3479
  OXOO  X;3480
X OXOO  X;3481
 XOXOO  X;3482
XXOXOO  X;3483
OXOXOO  X;3484
XOOXOO  X;3485
X  OOO  X;3486
 X OOO  X;3487
XX OOO  X;3488
  XOOO  X;3489
X XOOO  X;3490
 XXOOO  X;3491
XXXOOO  X;3492
OXXOOO  X;3493
XOXOOO  X;3494
XXOOOO  X;3495
O     X X;3496
 O    X X;3497
OO    X X;3498
OOX   X X;3499
  O   X X;3500
O O   X X;3501
OXO   X X;3502
 OO   X X;3503
XOO   X X;3504
OOO   X X;3505
OO X  X X;3506
O OX  X X;3507
 OOX  X X;3508
OOOX  X X;3509
   O  X X;3510
O  O  X X;3511
OX O  X X;3512
 O O  X X;3513
XO O  X X;3514
OO O  X X;3515
O XO  X X;3516
 OXO  X X;3517
OOXO  X X;3518
  OO  X X;3519
X OO  X X;3520
O OO  X X;3521
 XOO  X X;3522
OXOO  X X;3523
 OOO  X X;3524
XOOO  X X;3525
OO  X X X;3526
O O X X X;3527
 OO X X X;3528
OOO X X X;3529
OOOXX X X;3530
O  OX X X;3531
 O OX X X;3532
OO OX X X;3533
OOXOX X X;3534
  OOX X X;3535
O OOX X X;3536
OXOOX X X;3537
 OOOX X X;3538
XOOOX X X;3539
OOOOX X X;3540
    O X X;3541
O   O X X;3542
OX  O X X;3543
 O  O X X;3544
XO  O X X;3545
OO  O X X;3546
O X O X X;3547
 OX O X X;3548
OOX O X X;3549
  O O X X;3550
X O O X X;3551
O O O X X;3552
 XO O X X;3553
OXO O X X;3554
 OO O X X;3555
XOO O X X;3556
O  XO X X;3557
 O XO X X;3558
OO XO X X;3559
OOXXO X X;3560
  OXO X X;3561
O OXO X X;3562
OXOXO X X;3563
 OOXO X X;3564
XOOXO X X;3565
OOOXO X X;3566
   OO X X;3567
X  OO X X;3568
O  OO X X;3569
 X OO X X;3570
OX OO X X;3571
 O OO X X;3572
XO OO X X;3573
  XOO X X;3574
O XOO X X;3575
OXXOO X X;3576
 OXOO X X;3577
XOXOO X X;3578
OOXOO X X;3579
  OOO X X;3580
X OOO X X;3581
 XOOO X X;3582
XXOOO X X;3583
OXOOO X X;3584
XOOOO X X;3585
OO   XX X;3586
O O  XX X;3587
 OO  XX X;3588
OOO  XX X;3589
OOOX XX X;3590
O  O XX X;3591
 O O XX X;3592
OO O XX X;3593
OOXO XX X;3594
  OO XX X;3595
O OO XX X;3596
OXOO XX X;3597
 OOO XX X;3598
XOOO XX X;3599
OOOO XX X;3600
OOO XXX X;3601
OO OXXX X;3602
O OOXXX X;3603
 OOOXXX X;3604
OOOOXXX X;3605
O   OXX X;3606
 O  OXX X;3607
OO  OXX X;3608
OOX OXX X;3609
  O OXX X;3610
O O OXX X;3611
OXO OXX X;3612
 OO OXX X;3613
XOO OXX X;3614
OOO OXX X;3615
OO XOXX X;3616
O OXOXX X;3617
 OOXOXX X;3618
OOOXOXX X;3619
   OOXX X;3620
O  OOXX X;3621
OX OOXX X;3622
 O OOXX X;3623
XO OOXX X;3624
OO OOXX X;3625
O XOOXX X;3626
 OXOOXX X;3627
OOXOOXX X;3628
  OOOXX X;3629
X OOOXX X;3630
O OOOXX X;3631
 XOOOXX X;3632
OXOOOXX X;3633
 OOOOXX X;3634
XOOOOXX X;3635
     OX X;3636
O    OX X;3637
OX   OX X;3638
 O   OX X;3639
XO   OX X;3640
OO   OX X;3641
O X  OX X;3642
 OX  OX X;3643
OOX  OX X;3644
  O  OX X;3645
X O  OX X;3646
O O  OX X;3647
 XO  OX X;3648
OXO  OX X;3649
 OO  OX X;3650
XOO  OX X;3651
O  X OX X;3652
 O X OX X;3653
OO X OX X;3654
OOXX OX X;3655
  OX OX X;3656
O OX OX X;3657
OXOX OX X;3658
 OOX OX X;3659
XOOX OX X;3660
OOOX OX X;3661
   O OX X;3662
X  O OX X;3663
O  O OX X;3664
 X O OX X;3665
OX O OX X;3666
 O O OX X;3667
XO O OX X;3668
  XO OX X;3669
O XO OX X;3670
OXXO OX X;3671
 OXO OX X;3672
XOXO OX X;3673
OOXO OX X;3674
  OO OX X;3675
X OO OX X;3676
 XOO OX X;3677
XXOO OX X;3678
OXOO OX X;3679
XOOO OX X;3680
O   XOX X;3681
 O  XOX X;3682
OO  XOX X;3683
OOX XOX X;3684
  O XOX X;3685
O O XOX X;3686
OXO XOX X;3687
 OO XOX X;3688
XOO XOX X;3689
OOO XOX X;3690
OO XXOX X;3691
O OXXOX X;3692
 OOXXOX X;3693
OOOXXOX X;3694
   OXOX X;3695
O  OXOX X;3696
OX OXOX X;3697
 O OXOX X;3698
XO OXOX X;3699
OO OXOX X;3700
O XOXOX X;3701
 OXOXOX X;3702
OOXOXOX X;3703
  OOXOX X;3704
X OOXOX X;3705
O OOXOX X;3706
 XOOXOX X;3707
OXOOXOX X;3708
 OOOXOX X;3709
XOOOXOX X;3710
    OOX X;3711
X   OOX X;3712
O   OOX X;3713
 X  OOX X;3714
OX  OOX X;3715
 O  OOX X;3716
XO  OOX X;3717
  X OOX X;3718
O X OOX X;3719
OXX OOX X;3720
 OX OOX X;3721
XOX OOX X;3722
OOX OOX X;3723
  O OOX X;3724
X O OOX X;3725
 XO OOX X;3726
XXO OOX X;3727
OXO OOX X;3728
XOO OOX X;3729
   XOOX X;3730
O  XOOX X;3731
OX XOOX X;3732
 O XOOX X;3733
XO XOOX X;3734
OO XOOX X;3735
O XXOOX X;3736
 OXXOOX X;3737
OOXXOOX X;3738
  OXOOX X;3739
X OXOOX X;3740
O OXOOX X;3741
 XOXOOX X;3742
OXOXOOX X;3743
 OOXOOX X;3744
XOOXOOX X;3745
   OOOX X;3746
X  OOOX X;3747
 X OOOX X;3748
XX OOOX X;3749
OX OOOX X;3750
XO OOOX X;3751
  XOOOX X;3752
X XOOOX X;3753
O XOOOX X;3754
 XXOOOX X;3755
OXXOOOX X;3756
 OXOOOX X;3757
XOXOOOX X;3758
X OOOOX X;3759
 XOOOOX X;3760
XXOOOOX X;3761
      O X;3762
X     O X;3763
O     O X;3764
 X    O X;3765
OX    O X;3766
 O    O X;3767
XO    O X;3768
  X   O X;3769
O X   O X;3770
OXX   O X;3771
 OX   O X;3772
XOX   O X;3773
OOX   O X;3774
  O   O X;3775
X O   O X;3776
 XO   O X;3777
XXO   O X;3778
OXO   O X;3779
XOO   O X;3780
   X  O X;3781
O  X  O X;3782
OX X  O X;3783
 O X  O X;3784
XO X  O X;3785
OO X  O X;3786
O XX  O X;3787
 OXX  O X;3788
OOXX  O X;3789
  OX  O X;3790
X OX  O X;3791
O OX  O X;3792
 XOX  O X;3793
OXOX  O X;3794
 OOX  O X;3795
XOOX  O X;3796
   O  O X;3797
X  O  O X;3798
 X O  O X;3799
XX O  O X;3800
OX O  O X;3801
XO O  O X;3802
  XO  O X;3803
X XO  O X;3804
O XO  O X;3805
 XXO  O X;3806
OXXO  O X;3807
 OXO  O X;3808
XOXO  O X;3809
X OO  O X;3810
 XOO  O X;3811
XXOO  O X;3812
    X O X;3813
O   X O X;3814
OX  X O X;3815
 O  X O X;3816
XO  X O X;3817
OO  X O X;3818
O X X O X;3819
 OX X O X;3820
OOX X O X;3821
  O X O X;3822
X O X O X;3823
O O X O X;3824
 XO X O X;3825
OXO X O X;3826
 OO X O X;3827
XOO X O X;3828
O  XX O X;3829
 O XX O X;3830
OO XX O X;3831
OOXXX O X;3832
  OXX O X;3833
O OXX O X;3834
OXOXX O X;3835
 OOXX O X;3836
XOOXX O X;3837
OOOXX O X;3838
   OX O X;3839
X  OX O X;3840
O  OX O X;3841
 X OX O X;3842
OX OX O X;3843
 O OX O X;3844
XO OX O X;3845
  XOX O X;3846
O XOX O X;3847
OXXOX O X;3848
 OXOX O X;3849
XOXOX O X;3850
OOXOX O X;3851
  OOX O X;3852
X OOX O X;3853
 XOOX O X;3854
XXOOX O X;3855
OXOOX O X;3856
XOOOX O X;3857
    O O X;3858
X   O O X;3859
 X  O O X;3860
XX  O O X;3861
OX  O O X;3862
XO  O O X;3863
  X O O X;3864
X X O O X;3865
O X O O X;3866
 XX O O X;3867
OXX O O X;3868
 OX O O X;3869
XOX O O X;3870
X O O O X;3871
 XO O O X;3872
XXO O O X;3873
   XO O X;3874
